"Codice_PreCipe","Data_PreCipe","Progressivo_PreCipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Numero_OdgPreCipe","Progressivo_NumeroPreCipe","Codice_ArgomentoPreCipe","Oggetto_PreCipe","Codice_RisultanzaPreCipe","Nota_RisultanzaPreCipe","Codice_Ufficio","Numero_Delibera","Annotazioni_PreCipe"
7985,"2014-12-18 00:00:00",11,2,128,0,6291,,,"8",0,0,"Programma statistico nazionale 2014-2016 e aggiornamento 2015-2016",0,,,0,""
7986,"2014-12-18 00:00:00",12,0,0,0,0,,,"9",0,0,"Riparto 2013 e 2014 del fondo, per il funzionamento dei Nuclei di valutazione e verifica degli investimenti pubblici - regionali e delle amministrazioni centrali - e per le cosiddette ""funzioni orizzontali"" (coordinamento nuclei e MIP), ex l. 144/1999, articolo 1, comma 7",0,,,0,""
7987,"2014-12-18 00:00:00",13,11,414,0,0,,,"10",0,0,"Linee guida per il monitoraggio finanziario delle grandi opere (MGO) di cui all'articolo 36, comma 3, del DL 90/2014, proposte dal Comitato di coordinamento per l'alta sorveglianza delle grandi opere; (CCASGO)",0,,,0,""
7988,"2014-12-18 00:00:00",14,0,0,0,6336,,,"11",0,0,"Varie ed eventuali",0,,,0,""
8243,"2015-04-23 00:00:00",1,11,170,0,6532,6533,,"1",0,2,"Programma delle infrastrutture strategiche (PIS), (legge 443/2001): Asse ferroviario Monaco-Verona. Galleria di base del Brennero: autorizzazione del 3° lotto costruttivo;",0,,,0,""
8244,"2015-04-23 00:00:00",2,2,130,0,6479,,,"2a",0,40,"FSC 2014 – 2020. Legge di Stabilità 2014, art. 1, comma 319: piano di interventi per l’Isola di Lampedusa;",0,,,0,""
8245,"2015-04-23 00:00:00",3,2,115,78,6480,,,"2b",0,40,"FSC 2007-2013: Riprogrammazione del Programma attuativo regionale (PAR) Regione Veneto;",0,,,0,""
8246,"2015-04-23 00:00:00",4,2,113,0,6529,,,"2c",0,40,"FSC 2007-2013: presa d’atto della riprogrammazione del PAR del Friuli Venezia Giulia;",0,,,0,""
8247,"2015-04-23 00:00:00",5,2,108,0,6292,,,"2d",0,40,"FSC 2007-2013: Aggiornamento dell’elenco infrastrutture strategiche interregionali e regionali – Infrastrutture ferroviarie. Delibera CIPE 62/11 della Regione Basilicata;",0,,,0,""
8248,"2015-04-23 00:00:00",6,2,0,0,0,,,"2e",0,35,"Rapporto finale sulle verifiche svolte sugli interventi “incagliati” della programmazione 2000-2006 in attuazione della delibera CIPE n. 80/2011",0,,,0,""
8249,"2015-04-23 00:00:00",7,8,150,0,6315,6506,,"3a",0,20,"Contratto di filiera CISA: rimodulazione",0,,,0,""
8250,"2015-04-23 00:00:00",8,8,199,0,6317,6505,,"3b",0,20,"Contratto di filiera Granaio italiano: rimodulazione;",0,,,0,""
8251,"2015-04-23 00:00:00",9,8,197,0,6318,6507,,"3c",0,20,"Contratto di filiera Unaprol: rimodulazione;",0,,,0,""
8252,"2015-04-23 00:00:00",10,8,166,0,6319,6504,,"3d",0,20,"Contratto di filiera Territori divini: rimodulazione;",0,,,0,""
8253,"2015-04-23 00:00:00",11,8,133,0,6320,6508,,"3e",0,20,"Contratto di filiera Vignecantine: rimodulazione;",0,,,0,""
8254,"2015-04-23 00:00:00",12,8,221,0,6404,6503,,"3f",0,20,"Revoca del contratto Rancho Granmanze;",0,,,0,""
8255,"2015-04-23 00:00:00",13,12,148,0,6409,6535,,"4a",0,7,"Ripartizione tra le Regioni e le Province autonome di Trento e Bolzano della quota indistinta;",0,,,0,""
8256,"2015-04-23 00:00:00",14,12,149,0,6410,6536,,"4b",0,7,"Ripartizione tra le Regioni delle risorse vincolate alla realizzazione degli obiettivi di carattere prioritario e di rilievo nazionale previsti dal Piano sanitario nazionale;",0,,,0,""
8257,"2015-04-23 00:00:00",15,12,146,0,6527,6537,,"4c",0,7,"Ripartizione tra le Regioni delle risorse a destinazione vincolata di cui all’articolo 1, comma 560, della legge 190/2014.",0,,,0,""
8378,"2015-06-24 00:00:00",1,11,444,0,0,,,"1.a",0,2,"Autostrada A31 Valdastico NOrd:intesa della Provincia autonoma di Trento sulla realizzazione dell'opera ",0,,,0,""
8379,"2015-06-24 00:00:00",2,11,111,0,6583,,,"1.b",0,2,"Terso Valico dei Giovi: nuova ariticolazione dei lotti costruttivi e autorizzazione del 3° lotto costruttivo",0,,,0,""
8380,"2015-06-24 00:00:00",3,11,473,128,6587,,,"1.c",0,2,"Interventi ferriviari per lo sviluppo dei porti di Trieste e Genova: assegnazione di risorse di cui all'articolo 13, comma 4, del decreto legge n. 145/2013",0,,,0,""
8381,"2015-06-24 00:00:00",4,11,414,0,6572,,,"1.d",0,2,"Schema di accordo tipo tra Prefettura, Stazione appaltante e contraente generale/concessionario, in materia di realizzzazione di infrastrutture strategiche (articolo 176, comma 3, lett. e, del decreto legislativo n.163/2006)",0,,,0,""
8382,"2015-06-24 00:00:00",5,11,179,0,6442,,,"1.e",0,2,"Avvio esame progetto del terzo megalotto della SS 106 ""Jonica"", dall'innesto con la SS 534 (km 365+150) a Roseto Capo Spulico (km 400+000)",0,,,0,""
8383,"2015-06-24 00:00:00",6,11,444,0,6588,,,"2",0,0,"Avvio esame del riparto del Fondo di cui al comma 299 della legge n. 190/2014 (legge di stabilita 2015) finalizzato prioritariamente alla realizzazione di opere di interconnessione di tratte autostradali per le quali è necessario un concorso finanziario per assicurare l'equilibrio del Piano economico finanziario",0,,,0,""
8617,"2015-07-30 00:00:00",1,10,13,0,6621,,,"1",0,50,"Programma Nazionale per la Ricerca (PNR) 2015-2020;",0,,,0,""
8618,"2015-07-30 00:00:00",2,11,111,0,6583,,,"2",0,2,"Terzo Valico dei Giovi. Nuova articolazione dei lotti costruttivi e autorizzazione del 3° lotto costruttivo;",0,,,0,""
8619,"2015-07-30 00:00:00",3,2,115,91,6568,,,"3a",0,5,"FSC 2007-2013: Regione Calabria - Rimodulazione del Fondo per lo Sviluppo e la Coesione 2007-13 a seguito della delibera CIPE n. 21/2014",0,,,0,""
8620,"2015-07-30 00:00:00",4,2,115,93,6570,,,"3b",0,5,"FSC 2007-2013: riprogrammazione del Programma attuativo regionale (PAR) Regione Molise ai sensi del punto 2.1 della delibera CIPE 41/2012;",0,,,0,""
8621,"2015-07-30 00:00:00",5,2,115,84,6496,,,"3c",0,40,"Delibera CIPE n. 60/2012 – Regione Siciliana – Variazioni intervenute",0,,,0,""
8622,"2015-07-30 00:00:00",6,2,108,0,3116,,,"3d",0,40,"Regione Campania: Programmazione risorse residue del Fondo Sviluppo e coesione;",0,,,0,""
8623,"2015-07-30 00:00:00",7,2,132,0,6591,,,"3e",0,35,"Capitale Italiana della cultura 2015: Cagliari, Lecce, Perugia, Ravenna, Siena - Articolo 7, comma 3-quater del D.L. n. 83 /2014;",0,,,0,""
8624,"2015-07-30 00:00:00",8,2,78,6,6613,,,"4",0,45,"Assegnazione al Gran Sasso Science Institute (GSSI) di risorse residue di cui alle delibere n.35/2009 e n. 23/2015 relative alla ricostruzione post-sisma nella Regione Abruzzo;",0,,,0,""
8625,"2015-07-30 00:00:00",9,3,15,0,6638,,,"5",0,24,"Ripartizione dei contributi previsti per l’anno 2013 a favore di siti che ospitano centrali nucleari e impianti del ciclo del combustibile nucleare;",0,,,0,""
8626,"2015-07-30 00:00:00",10,12,132,0,6261,,,"6a",0,7,"Fondo sanitario nazionale 2013: ripartizione della quota destinata al finanziamento della sanità penitenziaria;",0,,,0,""
8627,"2015-07-30 00:00:00",11,12,132,0,6484,,,"6b",0,7,"Fondo sanitario nazionale 2014: ripartizione della quota destinata al finanziamento della sanità penitenziaria",0,,,0,""
8628,"2015-07-30 00:00:00",12,12,126,0,6571,,,"6c",0,7,"Fondo sanitario nazionale 2014: ripartizione della quota destinata al finanziamento di parte corrente per il superamento degli ospedali psichiatrici giudiziari;",0,,,0,""
8629,"2015-07-30 00:00:00",13,2,115,81,5990,,,"7a",0,41,"Informativa al Comitato concernente l’aggiornamento del Piano di azione nazionale per la riduzione dei livelli di emissione dei gas a effetto serra",0,,,0,""
8630,"2015-07-30 00:00:00",14,2,123,0,6383,,,"7b",0,41,"Informativa al Comitato concernente la Relazione annuale sulla strategia nazionale per le aree interne ai sensi del comma 17 dell'articolo 1 della legge di stabilità 2014;",0,,,0,""
8631,"2015-07-30 00:00:00",15,0,0,0,0,,,"7c",0,41,"Informativa al Comitato sullo stato dell’iter procedurale della delibera 20/2015",0,,,0,""
8632,"2015-07-30 00:00:00",16,12,141,0,5844,,,"7d",0,41,"Informativa al Comitato sul Programma di investimenti in materia di edilizia sanitaria di cui all’art. 20 della legge n. 67/1988, per gli anni 2012 e 2013",0,,,0,""
8633,"2015-07-30 00:00:00",17,11,473,0,6608,,,"8",0,2,"Interventi ferroviari per lo sviluppo del porto di La Spezia: assegnazione di risorse di cui all'art. 13, comma 4, del D.L. n. 145/2013",0,,,0,""
8634,"2015-07-30 00:00:00",19,0,0,0,0,,,"10",0,35,"Piano per l’attuazione della strategia italiana per la Banda Ultralarga",0,,,0,""
8635,"2015-07-30 00:00:00",20,0,0,0,0,,,"11",0,35,"Assegnazione al Programma Sensi contemporanei “Lo sviluppo dell’industria audiovisiva” – Regione Toscana (FSC- programmazione 2014-2020);",0,,,0,""
8636,"2015-07-30 00:00:00",21,7,55,0,6645,,,"12",0,30,"Fondo rotativo per il sostegno alle imprese e gli investimenti in ricerca- Legge n. 296/2006 (FRI): assegnazione a sostegno dell’economia sociale (misura istituita con Decreto del Ministero dello sviluppo economico del 3 luglio 2015);",0,,,0,""
8637,"2015-07-30 00:00:00",18,14,47,0,6609,,,"9",0,17,"Aggiornamento del Piano economico finanziario dlla Società autostradale Serravalle Milano S.p.A.",0,,,0,""
8817,"2015-12-10 00:00:00",1,11,260,0,6686,,,"1a",0,2,"Collegamento Lecco Bergamo, S.P. ex S.S. 639 “dei laghi Pusiano e Garlate”- Variante di Cisano Bergamasco. Approvazione progetto definitivo 1° lotto funzionale.",0,,,0,""
8818,"2015-12-10 00:00:00",2,11,319,0,6687,,,"1b",0,2,"Collegamento Lecco Bergamo Variante di San Gerolamo.",0,,,0,""
8819,"2015-12-10 00:00:00",3,11,53,0,6711,6713,,"1c",0,0,"Maxilotto 2 – Pedemontana delle Marche.",0,,,0,""
8820,"2015-12-10 00:00:00",4,11,146,0,6714,6718,6734,"1d",0,2,"Messa in sicurezza dei principali svincoli della Strada Statle 131 in Sardegna.",0,,,0,""
8821,"2015-12-10 00:00:00",5,11,318,0,6685,,,"1e",0,2,"Metropolitana Milano- Seregno: cambio soggetto aggiudicatore.",0,,,0,""
8822,"2015-12-10 00:00:00",6,11,423,0,6691,,,"2",0,13,"Contratto di programma RFI, parte investimenti 2012-2016. Aggiornamento 2015.",0,,,0,""
8823,"2015-12-10 00:00:00",7,2,78,0,6698,6702,,"3",0,45,"Sisma Abruzzo 2009. Assegnazione somme stanziate dal decreto legge n. 43/2013, dalla legge di stabilità n. 147/2013, tabella E, dalla legge di stabilità n. 190/2014, tabella E, per la ricostruzione degli immobili privati e l’assistenza tecnica.",0,,,0,""
8824,"2015-12-10 00:00:00",8,2,115,98,6710,6724,,"4a",0,35,"Approvazione del programma complementare di azione e coesione per la governance dei sistemi di gestione 2014-2020.",0,,,0,""
8825,"2015-12-10 00:00:00",9,2,116,0,6715,,,"4b",0,35,"Contratto Istituzionale di Sviluppo per l’area di Taranto: proposta di salvaguardia delle risorse FSC assegnate con delibere CIPE n. 62/2011, n. 87/2012 e n. 92/2012 e assegnazione di nuove risorse FSC 2014-2020.",0,,,0,""
8826,"2015-12-10 00:00:00",10,2,137,0,6729,,,"4c",0,35,"Assegnazione di risorse per il Piano di interventi per la sicurezza urbana di Roma.",0,,,0,""
8827,"2015-12-10 00:00:00",11,2,109,0,6707,,,"4d",0,35,"Presa d’atto della rimodulazione PAR FSC 2007-2013 Regione Abruzzo e riprogrammazione delle risorse ex PAIN (delibera CIPE 78/2012).",0,,,0,""
8828,"2015-12-10 00:00:00",12,2,115,104,6712,,,"4e",0,35,"Riprogrammazione PAR FSC 2007-2013 Regione Toscana.",0,,,0,""
8829,"2015-12-10 00:00:00",13,12,147,0,6314,,,"5a",0,7,"Riparto risorse destinate all’aggiornamento delle tariffe massime delle prestazione di assistenza termale relative agli anni 2008-2009, 2010 e 2013-2015.",0,,,0,""
8830,"2015-12-10 00:00:00",14,12,139,0,6708,6709,,"5b",0,7,"FSN 2013 – Ripartizione delle quote vincolate agli obiettivi del Piano Sanitario Nazionale: informativa sulla Relazione dell’Istituto superiore della sanità.",0,,,0,""
8918,"2016-03-09 00:00:00",1,11,356,0,6775,,,"1a",0,2,"Traforo autostradale del Frejus – Approvazione variante al progetto definitivo, per l’apertura al traffico della galleria di sicurezza",0,,,0,""
8919,"2016-03-09 00:00:00",2,11,351,31,6736,,,"1b",0,2,"Opere piccole e medie nel Mezzogiorno: rimodulazione programma e utilizzo economie di gara",0,,,0,""
8920,"2016-03-09 00:00:00",3,11,263,0,6833,,,"1c",0,2,"Metropolitana di Brescia, Tratta ""Prealpino - S. Eufemia"". Approvazione opere aggiuntive e assegnazione definitiva della III° tranche",0,,,0,""
8921,"2016-03-09 00:00:00",4,11,170,0,6794,,,"1d",0,2,"Galleria di base del Brennero: autorizzazione 4° lotto costruttivo",0,,,0,""
8922,"2016-03-09 00:00:00",5,14,34,0,6808,,,"1e",0,2,"Collegamento autostradale tra le città di Brescia e Milano – Bre.Be.Mi: interconnessione A35 - A4",0,,,0,""
8923,"2016-03-09 00:00:00",6,11,110,0,6825,,,"1f",0,2,"Completamento del servizio ferroviario metropolitano e filoviarizzazione del trasporto pubblico locale di Bologna",0,,,0,""
8924,"2016-03-09 00:00:00",7,11,429,0,6717,,,"1g",0,2,"Collegamento autostradale denominato Pedemontana Piemontese tra la A4 (Santhià - Biella - Gattinara) e la A26 (Tomagnano - Ghemme); approvazione Progetto preliminare della tratta Masserano – Ghemme",0,,,0,""
8925,"2016-03-09 00:00:00",8,11,483,0,6722,,,"1h",0,2,"Autostrada Salerno Reggio Calabria, Svincolo Laureana di Borrello, decisione di rinvio del progetto definitivo a nuova istruttoria",0,,,0,""
8926,"2016-03-09 00:00:00",9,11,493,0,6719,,,"1l",0,2,"Completamento SS 291 “della Nurra”, Lotto 1°, da Alghero a Olmedo in località bivio cantoniera di Rudas, decisione di rinvio progetto definitivo a nuova istruttoria",0,,,0,""
8927,"2016-03-09 00:00:00",10,2,134,0,6826,,,"2a",0,39,"Fondo sviluppo e coesione (FSC) 2014-2020 - Proposta di modifiche della Delibera n. 65/2015 concernente il Piano di investimenti per la diffusione della Banda Ultra Larga",0,,,0,""
8898,"2016-04-29 00:00:00",1,2,0,0,0,,,"1a",0,35,"Fondo sviluppo e coesione (FSC) 2014-2020-Assegnazione di risorse al Piano stralcio “Turismo e cultura”",0,,,0,""
8899,"2016-04-29 00:00:00",2,2,0,0,0,,,"1b",0,35,"Fondo sviluppo e coesione (FSC) 2014-2020– Assegnazione di risorse aggiuntive al Piano-stralcio “Ricerca e Innovazione – integrazione del PNR 2015-2017”; ",0,,,0,""
8900,"2016-04-29 00:00:00",3,2,141,0,6813,,,"1c",0,35,"Fondo sviluppo e coesione (FSC) 2014-2020– Assegnazione di risorse al Piano di interventi “Agricoltura 2.0”; ",0,,,0,""
8901,"2016-04-29 00:00:00",4,2,0,0,0,,,"1d",0,35,"Fondo sviluppo e coesione (FSC) 2014-2020 - Finanziamento delle misura di cui al titolo II del d.lgs. 185/00 (Autoimpiego); ",0,,,0,""
8902,"2016-04-29 00:00:00",5,2,0,0,0,,,"1e",0,35,"Fondo sviluppo e coesione (FSC) 2014-2020 - Finanziamento delle misura “Nuove imprese a Tasso Zero”;",0,,,0,""
8903,"2016-04-29 00:00:00",6,2,144,0,6804,,,"1f",0,35,"Fondo sviluppo e coesione (FSC) 2014-2020 - Cofinanziamento funzionale all'implementazione dell'Iniziativa europea PMI (SME Initiative); ",0,,,0,""
8904,"2016-04-29 00:00:00",7,2,145,0,6805,,,"1g",0,35,"Fondo sviluppo e coesione (FSC) 2014-2020 – Assegnazione di risorse all’Accordo di programma per il rilancio competitivo dell'area costiera livornese dell'8 maggio 2015;",0,,,0,""
8905,"2016-04-29 00:00:00",8,2,0,0,0,,,"1h",0,35,"Fondo sviluppo e coesione (FSC) 2014-2020 - Proposta di modifiche della Delibera n. 65/2015 concernente il Piano di investimenti per la diffusione della Banda Ultra Larga;",0,,,0,""
8906,"2016-04-29 00:00:00",9,2,143,0,6802,,,"2a",0,0,"Approvazione del programma nazionale complementare “Imprese e competitività 2014-2020”;",0,,,0,""
8907,"2016-04-29 00:00:00",10,0,0,0,0,,,"2b",0,0,"Approvazione del Programma complementare Regione Campania;",0,,,0,""
8908,"2016-04-29 00:00:00",11,11,0,0,0,,,"3a",0,2,"Collegamento autostradale di connessione tra le città di Brescia e di Milano-BREBEMI. Proroga della dichiarazione di pubblica utilità;",0,,,0,""
8909,"2016-04-29 00:00:00",12,11,124,0,6835,,,"3b",0,2,"AV/AC Milano Verona, tratta funzionale Brescia-Verona: seconda reiterazione del vincolo preordinato all’esproprio;",0,,,0,""
8910,"2016-04-29 00:00:00",13,11,181,0,6814,,,"3c",0,2,"Acquedotto molisano centrale ed interconnessione con lo Schema Basso Molise: approvazione variante; ",0,,,0,""
8911,"2016-04-29 00:00:00",14,11,429,0,6717,,,"3d",0,2,"Collegamento viario “Pedemontana Piemontese” tra la A4 e la A26 (Santhià-Biella-Gattinara-Ghemme): Presa d’atto del cambio del soggetto aggiudicatore;",0,,,0,""
8912,"2016-04-29 00:00:00",15,11,493,0,6719,6721,,"3e",0,2,"Completamento SS 291 “della Nurra”, Lotto 1°, da Alghero a Olmedo in località bivio cantoniera di Rudas, decisione di rinvio progetto definitivo a nuova istruttoria;",0,,,0,""
8913,"2016-04-29 00:00:00",16,11,58,0,6861,,,"3f",0,2,"Informativa sulla Relazione 2015 sullo stato di attuazione contratto di servizio passeggeri media e lunga percorrenza 2009-2014 tra il Ministero delle infrastrutture e dei trasporti, il Ministero dell’economia e delle finanze e Trenitalia s.p.a.",0,,,0,""
8914,"2016-04-29 00:00:00",17,12,132,0,6843,,,"4a",0,53,"Fondo sanitario nazionale (FSN) 2015 – Ripartizione della quota destinata al finanziamento della sanità penitenziaria;",0,,,0,""
8915,"2016-04-29 00:00:00",18,12,131,0,6844,,,"4b",0,53,"Fondo sanitario nazionale (FSN) 2015 – Ripartizione della quota destinata al finanziamento di parte corrente per il superamento degli ospedali psichiatrici giudiziari;",0,,,0,""
8916,"2016-04-29 00:00:00",19,12,140,0,6845,,,"4c",0,53,"Fondo sanitario nazionale (FSN) 2015 – Ripartizione tra le regioni delle somme vincolate destinate al fondo per l’esclusività del rapporto del personale dirigente del ruolo sanitario;",0,,,0,""
8917,"2016-04-29 00:00:00",20,12,152,0,6820,,,"4d",0,53,"Fondo sanitario nazionale (FSN) 2015 – Finanziamento borse di studio in medicina generale, 3° annualità del triennio 2013-2016, 2° annualità del triennio 2014-2017 e 1° annualità del triennio 2015-2018 (bandi regionali).",0,,,0,""
8928,"2016-03-09 00:00:00",11,2,115,90,6753,,,"2b",0,40,"Fondo sviluppo e coesione (FSC) 2000-2006 e 2007-2013  - Regione Basilicata. Riprogrammazione ai sensi delibera 21/2014 punto 2.4 – Rimodulazione interventi delibera 28/2015. Procedure delibere 41/2012 e 78/2012;",0,,,0,""
8929,"2016-03-09 00:00:00",12,2,115,96,6803,,,"2c",0,40,"Fondo sviluppo e coesione (FSC) 2007/2013 - Regione Siciliana - delibera CIPE 21/14 punto 2.4. Salvaguardia di interventi nel settore della ricerca",0,,,0,""
8930,"2016-03-09 00:00:00",13,2,142,0,6796,,,"3",0,54,"Fondo rotativo per il sostegno alle imprese e agli investimenti in ricerca (FRI) – Assegnazione di risorse per il finanziamento agevolato dei contratti di filiera e di distretto",0,,,0,""
8931,"2016-03-09 00:00:00",14,12,152,0,6792,,,"4a",0,53,"Fondo sanitario nazionale (FSN) 2014 - Riparto tra le Regioni della quota accantonata per le prestazioni rese agli stranieri presenti sul territorio nazionale non in regola con le norme relative all’ingresso e al soggiorno",0,,,0,""
8932,"2016-03-09 00:00:00",15,12,139,0,6778,,,"4b",0,53,"Fondo sanitario nazionale (FSN) 2015 - Riparto tra le Regioni delle disponibilità finanziarie per il Servizio sanitario nazionale (SSN);",0,,,0,""
8933,"2016-03-09 00:00:00",16,12,139,0,6779,,,"4c",0,53,"Fondo sanitario nazionale (FSN) 2015 - Assegnazioni alle Regioni delle risorse vincolate per la realizzazione degli obiettivi del Piano Sanitario Nazionale;",0,,,0,""
8934,"2016-03-09 00:00:00",17,12,50,107,6780,,,"5a",0,41,"Delibera 99/2008: Relazione sullo stato di avanzamento del “Progetto Mattone  internazionale” – 1° semestre 2015;",0,,,0,""
8935,"2016-03-09 00:00:00",18,12,50,109,6250,,,"5b",0,41,"Progetto It.DRG (Sanità) – Seconda Relazione",0,,,0,""
9001,"2016-07-19 00:00:00",1,0,0,0,0,,,"1a",0,35,"PATTI PER IL SUD",0,,,0,""
9002,"2016-07-19 00:00:00",2,2,151,0,6950,,,"1b",0,35,"RICOGNIZIONE AI SENSI DELL’ART. 1, COMMA 804, DELLA LEGGE DI STABILITÀ PER IL 2016. ASSEGNAZIONE RISORSE COMPLEMENTARI E RISORSE FSC 2014/2020;",0,,,0,""
9003,"2016-07-19 00:00:00",3,2,153,0,6960,,,"1c",0,35,"FONDO PER LO SVILUPPO E LA COESIONE 2007-2013 (FSC) - REGIONE TOSCANA ""MUSEO DELLE TERME"" - PALAZZINA REGIA DEL COMUNE DI MONTECATINI TERME:  ASSEGNAZIONE DI RISORSE;",0,,,0,""
9004,"2016-07-19 00:00:00",4,11,423,0,6944,,,"2",0,33,"CONTRATTO DI PROGRAMMA RFI 2012-2016, AGGIORNAMENTO 2016; ",0,,,0,""
9005,"2016-07-19 00:00:00",5,11,298,0,6969,,,"3a",0,2,"METROPOLITANA DI MILANO, LINEA 2, (LEGGE N. 211/1992); ",0,,,0,""
9006,"2016-07-19 00:00:00",6,11,313,0,6971,,,"3b",0,2,"METROPOLITANA DI TORINO, LINEA 1, TRATTA LINGOTTO – BENGASI",0,,,0,""
9007,"2016-07-19 00:00:00",7,11,238,0,6856,6948,,"3c",0,2,"RIQUALIFICA E POTENZIAMENTO S.P. EX S.S. 415 “PAULLESE”– RIAPPROVAZIONE DEL PROGETTO DEFINITIVO DEL 2° LOTTO, 1° STRALCIO FUNZIONALE, TRATTE A E B, ANCHE AI FINI DELLA PUBBLICA UTILITÀ E DEL VINCOLO ALL’ESPROPRIO",0,,,0,""
9008,"2016-07-19 00:00:00",8,11,424,0,6853,,,"3d",0,2,"RIMODULAZIONE FONDO INFRASTRUTTURE EX ART. 32, COMMA 1, DL 98/2011;",0,,,0,""
9009,"2016-07-19 00:00:00",9,11,498,0,6954,,,"3e",0,0,"POTENZIAMENTO DEGLI IMPIANTI FERROVIARI DI “LA SPEZIA MARITTIMA” ALL’INTERNO DEL PORTO COMMERCIALE SECONDO IL PIANO REGOLATORE PORTUALE: APPROVAZIONE PROGETTO DEFINITIVO E FINANZIAMENTO",0,,,0,""
9010,"2016-07-19 00:00:00",10,14,59,0,6784,,,"4a",0,17,"AUTOSTRADA DEI FIORI;",0,,,0,""
9011,"2016-07-19 00:00:00",11,14,60,0,6785,,,"4b",0,17,"SOCIETÀ AUTOSTRADA LIGURE TOSCANA (SALT);",0,,,0,""
9012,"2016-07-19 00:00:00",12,14,50,0,6790,,,"4c",0,17,"AUTOVIE VENETE;",0,,,0,""
9013,"2016-07-19 00:00:00",13,14,88,0,6791,,,"4d",0,17,"CONCESSIONI AUTOSTRADALI VENETE (CAV);",0,,,0,""
9014,"2016-07-19 00:00:00",14,14,61,0,6788,,,"4e",0,17,"SOCIETÀ AUTOSTRADA VALDOSTANE (SAV);",0,,,0,""
9015,"2016-07-19 00:00:00",15,14,66,0,6787,,,"4f",0,17,"SOCIETÀ ITALIANA PER IL TRAFORO AUTOSTRADALE DEL FRÉJUS (SITAF);",0,,,0,""
9016,"2016-07-19 00:00:00",16,11,444,0,6940,,,"4g",0,17,"AUTOSTRADA BRESCIA-VERONA-VICENZA-PADOVA S.P.A.;",0,,,0,""
9017,"2016-07-19 00:00:00",17,14,56,0,6789,,,"4h",0,17,"TANGENZIALE DI NAPOLI;",0,,,0,""
9018,"2016-07-19 00:00:00",18,14,65,0,6786,,,"4i",0,17,"AUTOSTRADA TORINO SAVONA (ATS);",0,,,0,""
9019,"2016-07-19 00:00:00",19,14,36,0,6973,,,"4j",0,17,"SOCIETÀ AUTOCAMIONALE DELLA CISA.",0,,,0,""
9020,"2016-07-19 00:00:00",20,2,123,0,6945,,,"5",0,0,"ACCORDO DI PARTENARIATO (REG. UE N. 1303/2013). STRATEGIA NAZIONALE PER LO SVILUPPO DELLE AREE INTERNE DEL PAESE. STATO DI AVANZAMENTO E INDIRIZZI OPERATIVI PER LA RIPARTIZIONE DELLE RISORSE STANZIATE CON LA LEGGE 23 DICEMBRE 2014, N. 190 (LEGGE DI STABILITÀ 2015);",0,,,0,""
9021,"2016-07-19 00:00:00",21,10,13,0,6956,,,"6",0,55,"PROGRAMMI COMPLEMENTARI DI AZIONE E COESIONE: APPROVAZIONE DEL PROGRAMMA NAZIONALE COMPLEMENTARE “RICERCA E INNOVAZIONE 2014-2020” DEL MINISTERO DELL’ISTRUZIONE, DELL’UNIVERSITÀ E DELLA RICERCA;",0,,,0,""
9022,"2016-07-19 00:00:00",22,2,78,6,6957,,,"7a",0,45,"OBIETTIVI, CRITERI E MODALITÀ DI PROGRAMMAZIONE DELLE RISORSE PER LA RICOSTRUZIONE PUBBLICA E ASSEGNAZIONE DI RISORSE A INTERVENTI CONTIERABILI E INVARIANTI (PIANO STRALCIO) E ALL’AZIONE DI SISTEMA ;",0,,,0,""
9023,"2016-07-19 00:00:00",23,2,78,6,6957,,,"7b",0,45,"APPROVAZIONE DEL PROGRAMMA DI SVILUPPO DEL CRATERE SISMICO AI SENSI DELL’ART. 11, COMMA 12, DEL DECRETO LEGGE N. 78/2015 E ASSEGNAZIONE DI RISORSE DESTINATE A INTERVENTI SELEZIONATI E IMMEDIATAMENTE ATTIVABILI;",0,,,0,""
9024,"2016-07-19 00:00:00",24,2,78,6,6957,,,"7c",0,45,"PROPOSTA DI ASSEGNAZIONE DELLE RISORSE STANZIATE DAL DECRETO LEGGE N. 43/2013 E DALLA LEGGE DI STABILITÀ N. 190/2014 PER IL FINANZIAMENTO DI SPESE OBBLIGATORIE DI CUI ALLA VOCE “INDENNIZZO BENI MOBILI DANNEGGIATI DAL SISMA” E DI SERVIZI DI NATURA TECNICA E ASSISTENZA QUALIFICATA;",0,,,0,""
9025,"2016-07-19 00:00:00",25,11,444,0,6940,,,"8a",0,41,"“CORRIDOIO D’INTERCONNESSIONE INFRASTRUTTURALE VIARIA TRA LA VALLE DELL’ASTICO, LA VALSUGANA E LA VALLE DELL’ADIGE: ESITO LAVORI DEL COMITATO PARITETICO (PER L’INTESA PREVISTA DALL’ART.19 DEL DPR 22 MARZO 1974, N.381, N. 381, RECANTE “NORME DI ATTUAZIONE DELLO STATUTO SPECIALE PER LA REGIONE TRENTINO-ALTO ADIGE IN MATERIA DI URBANISTICA ED OPERE PUBBLICHE”.",0,,,0,""
9026,"2016-07-19 00:00:00",26,11,105,0,6941,,,"8b",0,41,"MESSA IN SICUREZZA EDIFICI SCOLASTICI (L. N. 289/2002, ART. 80, C. 21): RELAZIONE SEMESTRALE AL 31 DIC, 2015 SU AVANZAMENTO 1° E 2° PIANO STRALCIO;",0,,,0,""
