"Codice_Cipe","Data_Cipe","Progressivo_Cipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Codice_TipoArgomentoCipe","Codice_ArgomentoCipe","Numero_OdgCipe","Oggetto_Cipe","Codice_Ufficio","Codice_RisultanzaCipe","Codice_EsitoCipe","Codice_TipoEsitoCipe","Numero_Delibera","Annotazioni_Cipe"
47309,"2015-12-23 00:00:00",27,12,147,0,6314,,,0,7,"13g","Riparto risorse destinate all’aggiornamento delle tariffe massime delle prestazione di assistenza termale relative agli anni 2008-2009, 2010 e 2013-2015.",,0,4,8,123,""
47310,"2015-12-23 00:00:00",28,2,138,0,6744,,,0,21,"14","Relazione semestrale sull’attività del MIP-CUP, primo e secondo semestre 2014 e primo semestre 2015;",,0,4,8,124,""
47311,"2015-12-23 00:00:00",30,11,351,35,6674,,,0,41,"0","Piano per il dissesto idrogeologico: Relazione presentata ai sensi dell’art. 1, comma 111, della legge 147/2013",,0,5,1,0,""
47312,"2015-12-23 00:00:00",31,6,21,0,6676,,,0,41,"0","Relazioni concernenti le operazioni effettuate da ISA Spa (Istituto sviluppo agroalimentare) negli anni 2013 e 2014 (ex delibera CIPE n. 90/2000 e s.m.i):",,0,5,1,0,""
47313,"2015-12-23 00:00:00",32,11,165,0,6549,,,0,41,"0","Relazione concernente il Nuovo Programma irriguo nazionale nelle Regioni del Sud Italia per l’anno 2014 (delibera CIPE 92/2010);",,0,5,1,0,""
47314,"2015-12-23 00:00:00",33,2,112,0,6649,,,0,41,"0","Relazione sulle modifiche intervenute negli elenchi delle Regioni Umbria e Friuli Venezia Giulia relativamente agli interventi in materia di difesa del suolo finanziati con la delibera n. 6/2012;",,0,5,1,0,""
47315,"2015-12-23 00:00:00",34,12,139,0,6708,6709,,0,41,"5b","FSN 2013 – Ripartizione delle quote vincolate agli obiettivi del Piano Sanitario Nazionale: informativa sulla Relazione dell’Istituto superiore della sanità.",,0,5,1,0,"ESPUNTO"
47316,"2015-12-23 00:00:00",35,2,78,6,6733,,,0,41,"0","Sisma Abruzzo: rimodulazione dei fondi per il sostegno alle attività produttive",,0,5,1,0,""
46500,"2015-11-06 00:00:00",1,2,135,0,6688,6690,,0,35,"0","REGIONE SICILIANA - PARZIALE RIPROGRAMMAZIONE DELLE RISORSE DEL FONDO PER LO SVILUPPO E LA COESIONE (FSC) 2000-2006 E 2007-2013 ",,,0,1,93,""
46501,"2015-11-06 00:00:00",2,2,135,0,6688,6690,,0,35,"0","REGIONE SICILIANA –  PROGRAMMA DI AZIONE E COESIONE 2014-2020 PROGRAMMA COMPLEMENTARE – PRIMA ASSEGNAZIONE DI RISORSE",,,0,1,94,""
46502,"2015-11-06 00:00:00",3,2,115,95,6679,,,0,35,"0","Proposta di riprogrammazione della quota residua",,,0,1,95,""
46503,"2015-11-06 00:00:00",4,2,115,95,6689,,,0,35,"0","Modifica interventi delibera 31/2015 (piano SULCIS)",,,0,1,96,""
46504,"2015-08-06 00:00:00",1,11,444,0,0,,,0,2,"1a","Autostrada A31 Valdastico Nord: presa d’atto sull’avvio dell’intesa per l’individuazione di una soluzione progettuale rispondente agli obiettivi europei, nazionali e territoriali",,0,1,1,55,""
46505,"2015-08-06 00:00:00",2,11,111,0,6601,6597,6569,0,2,"1b","Terzo Valico dei Giovi. Nuova articolazione dei lotti costruttivi e autorizzazione del 3° lotto costruttivo;",,0,1,1,56,"Pubblicato nel pre-CIPE del 24/6 e 30/7 il registro 6583"
46506,"2015-08-06 00:00:00",3,11,473,0,6587,,,0,2,"1c","Interventi ferroviari per lo sviluppo del Porto di Trieste: assegnazione di risorse di cui all'art. 13, comma 4, del D.L. n. 145/2013 ai sensi della comma 7 del medesimo articolo ",,0,1,1,57,""
46507,"2015-08-06 00:00:00",4,11,473,0,6587,,,0,2,"1c","Interventi ferroviari per lo sviluppo del Porto di Genova: assegnazione di risorse di cui all'art. 13, comma 4, del D.L. n. 145/2013 ai sensi della comma 7 del medesimo articolo ",,0,1,1,58,""
46508,"2015-08-06 00:00:00",5,11,473,0,6587,,,0,2,"1c","Interventi ferroviari per lo sviluppo della Spezia: assegnazione di risorse di cui all'art. 13, comma 4, del D.L. n. 145/2013 ai sensi della comma 7 del medesimo articolo ",,0,1,1,59,""
46509,"2015-08-06 00:00:00",6,14,34,0,6618,6610,,0,2,"1d","Aggiornamento del piano economico finanziario Bre.Be.Mi; ",,0,1,1,60,""
46510,"2015-08-06 00:00:00",7,11,162,0,6647,6658,,0,2,"1e","Programma delle infrastrutture strategiche (legge n. 443/2001). Nuovo Collegamento ferroviario Arcisate – Stabio: nuova approvazione del progetto definitivo comprensivo della sistemazione ambientale ex Cava Femar e CSFB02, reiterazione del vincolo preordinato all’esproprio e nuova dichiarazione di pubblica utilità",,0,1,1,61,"vedi pre-CIPE 6 agosto 2015"
46511,"2015-08-06 00:00:00",8,11,414,0,6572,,,0,2,"1f","Schema di accordo tipo tra Prefettura, Stazione appaltante e contraente generale/concessionario, in materia di realizzazione di infrastrutture strategiche (articolo 176, comma 3, lett. e, del decreto legislativo n. 163/2006);",,0,1,1,62,"Passato anche in pre-CIPE del 24/6/2015"
46512,"2015-08-06 00:00:00",9,11,450,0,0,,,0,41,"1g","Comunicazione sullo stato dell’iter procedurale della delibera 20/2015, Dorsale interna “Rieti-L’Aquila-Novelli, SS. N. 260 Picente” e conseguenti determinazioni del Comitato;",,0,0,1,0,""
46513,"2015-08-06 00:00:00",10,11,487,0,6595,6581,,0,32,"2","Schema di contratto di programma, anno 2015 tra Ministero delle infrastrutture e dei trasporti e ANAS;",,0,1,1,63,""
46514,"2015-08-06 00:00:00",11,14,47,0,6609,,,0,17,"3","Aggiornamento del Piano economico finanziario dlla Società autostradale Milano Serravalle - Milano Tangenziali S.p.A.",,0,1,1,64,""
46515,"2015-08-06 00:00:00",12,2,134,0,6659,6660,,0,35,"4a","Piano per l’attuazione della strategia italiana per la Banda Ultralarga",,0,1,1,65,""
46516,"2015-08-06 00:00:00",13,2,131,0,6567,,,0,35,"4b","Accordo di programma per la messa in sicurezza e la bonifica del Sito di Interesse Nazionale di Brindisi – Assegnazione di risorse; ",,,1,1,66,""
46517,"2015-08-06 00:00:00",14,2,115,91,6568,,,0,35,"4c","FSC 2007-2013: Regione Calabria - Rimodulazione del Fondo per lo Sviluppo e la Coesione 2007-13 a seguito della delibera CIPE n. 21/2014",,0,1,1,67,""
46518,"2015-08-06 00:00:00",15,2,115,93,6631,6302,6570,0,35,"4d","FSC 2007-2013: riprogrammazione del Programma attuativo regionale (PAR) Regione Molise ai sensi del punto 2.1 della delibera CIPE 41/2012;",,0,1,1,68,""
46519,"2015-08-06 00:00:00",16,2,115,84,6496,,,0,35,"4e","Delibera CIPE n. 60/2012 – Regione Siciliana – Variazioni intervenute",,0,1,1,69,""
46520,"2015-08-06 00:00:00",17,2,115,92,6656,,,0,35,"4f","Regione Campania: Programmazione risorse residue del Fondo Sviluppo e coesione;",,0,1,1,70,""
46521,"2015-08-06 00:00:00",18,2,115,78,,,,0,35,"4g","Regione Piemonte: riprogrammazione del PAR-FSC 2007-2013",,0,1,1,71,""
46522,"2015-08-06 00:00:00",19,11,465,0,6661,,,0,35,"4h","Conferma assegnazione Cittadella Giudiziaria di Salerno",,0,1,1,72,""
46523,"2015-08-06 00:00:00",20,0,0,0,,,,0,35,"4i","FSC 2014-2020. Misure di riqualificazione e decoro degli edifici scolastici",,0,1,1,73,""
46524,"2015-08-06 00:00:00",21,7,55,0,6645,,,0,30,"5","Fondo rotativo per il sostegno alle imprese e gli investimenti in ricerca- Legge n. 296/2006 (FRI): assegnazione a sostegno dell’economia sociale (misura istituita con Decreto del Ministero dello sviluppo economico del 3 luglio 2015);",,0,1,1,74,"Documentazione pubblicata in pre-CIPE il 30 luglio"
46525,"2015-08-06 00:00:00",22,3,15,0,6638,,,0,24,"6","Ripartizione dei contributi previsti per l’anno 2013 a favore di siti che ospitano centrali nucleari e impianti del ciclo del combustibile nucleare;",,0,1,1,75,"Vedi pre-Cipe 30 luglio 2015"
46526,"2015-08-06 00:00:00",23,2,78,6,6613,,,0,45,"7","Assegnazione al Gran Sasso Science Institute (GSSI) di risorse residue di cui alle delibere n.35/2009 e n. 23/2015 relative alla ricostruzione post-sisma nella Regione Abruzzo;",,0,1,1,76,"Pre CIPE 30/7/2015"
46527,"2015-08-06 00:00:00",24,2,78,6,6624,6642,,0,45,"8a","Interventi di edilizia pubblica –assegnazione di ulteriori risorse e rimodulazione delle assegnazioni di cui allea delibera CIPE 135",,0,1,1,77,"Pre-CIPE 6/8/2015"
46528,"2015-08-06 00:00:00",25,2,78,6,6624,6643,,0,45,"8b","Assegnazione di risorse per la copertura delle spese obbligatorie connesse alle funzioni essenziali da svolgere nei territori colpiti dal sisma;",,0,1,1,78,"Pre-Cipe 6/8/2015"
46529,"2015-08-06 00:00:00",26,12,137,0,6415,,,0,7,"9a","Riparto della quota accantonata per prestazioni rese ai cittadini stranieri residenti nel territorio nazionale non in regola con le norme relative all’ingresso e al soggiorno (ratifica dell’accordo raggiunto in Conferenza Stato – Regioni per l’annualità 2013 del Fondo sanitario nazionale); ",,0,1,1,79,""
46530,"2015-08-06 00:00:00",27,12,122,0,6525,,,0,7,"9b","Assegnazione alle Regioni delle quote vincolate per le finalità di prevenzione e cura della fibrosi cistica (ratifica dell’accordo raggiunto in Conferenza Stato – Regioni per l'annualità 2012 del Fondo sanitario nazionale); ",,0,1,1,80,""
46531,"2015-08-06 00:00:00",28,12,122,0,6525,,,0,7,"9b","Assegnazione alle Regioni delle quote vincolate per le finalità di prevenzione e cura della fibrosi cistica (ratifica dell’accordo raggiunto in Conferenza Stato – Regioni per l'annualità 2013 del Fondo sanitario nazionale); ",,0,1,1,81,""
48455,"2016-05-01 00:00:00",1,10,13,0,6914,,,0,50,"1a","Assegnazione di risorse al Piano-stralcio “Ricerca e Innovazione” di  integrazione del PNR 2015-2020” a valere sul Fondo sviluppo e coesione (FSC) 2014-2020;",,0,4,8,134,""
48456,"2016-05-01 00:00:00",2,10,13,0,6916,6924,,0,50,"1b","Programma Nazionale della Ricerca (PNR) 2015-2020;",,0,4,8,2,""
48457,"2016-05-01 00:00:00",3,2,147,0,6920,,,0,35,"2a","Fondo sviluppo e coesione (FSC) 2014-2020 - Assegnazione di risorse al Piano stralcio “Turismo e cultura”",,0,4,8,3,""
48458,"2016-05-01 00:00:00",4,2,148,0,6888,,,0,35,"2b","Fondo sviluppo e coesione (FSC) 2014-2020 - Finanziamento delle misura di cui al titolo II del d.lgs. 185/00 (Autoimpiego); ",,0,4,8,4,""
48459,"2016-05-01 00:00:00",5,2,145,0,6805,,,0,35,"2c","Fondo sviluppo e coesione (FSC) 2014-2020 – Assegnazione di risorse all’Accordo di programma stipulato in data 8 maggio 2015 per il rilancio competitivo dell'Area costiera livornese;",,0,4,8,5,""
48460,"2016-05-01 00:00:00",6,2,134,0,6840,6922,,0,35,"2d","Fondo sviluppo e coesione (FSC) 2014-2020 - Proposta di modifiche della Delibera n. 65/2015 concernente il Piano di investimenti per la diffusione della Banda Ultra Larga;",,0,4,8,6,""
48461,"2016-05-01 00:00:00",7,2,115,90,6927,6928,,0,35,"2e","Fondo sviluppo e coesione (FSC) 2000-2006 e 2007-2013  - Regione Basilicata. Riprogrammazione ai sensi delibera 21/2014 punto 2.4 – Rimodulazione interventi delibera 28/2015. Procedure delibere 41/2012 e 78/2012;",,0,4,8,7,""
48462,"2016-05-01 00:00:00",8,2,115,96,6803,,,0,35,"2f","Fondo sviluppo e coesione (FSC) 2007/2013 - Regione Siciliana - delibera CIPE 21/14 punto 2.4. Salvaguardia di interventi nel settore della ricerca;",,0,4,8,8,""
48463,"2016-05-01 00:00:00",9,2,149,0,6891,,,0,35,"2g","Fondo per lo Sviluppo e la Coesione (FSC)  2014-2020 - Assegnazione Istituti italiani per gli studi storici e filosofici. Legge di Stabilità 2014 n.147 del 27 dicembre 2013, art. 1 ,comma 43 e delibera CIPE n. 34/2014",,0,4,8,9,""
48464,"2016-05-01 00:00:00",10,2,143,0,6802,,,0,55,"3a","Approvazione del programma nazionale complementare “Imprese e competitività 2014-2020;",,0,4,8,10,""
48465,"2016-05-01 00:00:00",11,2,123,0,6926,,,0,55,"3b","Approvazione del Programma complementare Regione Campania; ",,0,4,8,11,""
48466,"2016-05-01 00:00:00",12,2,123,0,6921,,,0,55,"3c","Ricognizione ai sensi dell'art. 1, comma 804, della Legge di stabilità per il 2016. Assegnazione risorse complementari ",,0,4,8,12,""
48467,"2016-05-01 00:00:00",13,11,199,0,6767,6929,,0,2,"4a","Collegamento autostradale Campogalliano-Sassuolo. Applicazione dell'art. 18 della legge n. 183/2011 (Defiscalizzazione);",,0,4,8,13,""
48468,"2016-05-01 00:00:00",14,11,356,0,6775,,,0,2,"4b","Traforo autostradale del Frejus – Approvazione variante al progetto definitivo, per l’apertura al traffico della galleria di sicurezza;",,0,4,8,14,""
48469,"2016-05-01 00:00:00",15,11,351,0,6736,,,0,2,"4c","Opere piccole e medie nel Mezzogiorno: rimodulazione programma e utilizzo economie di gara;",,0,4,8,15,""
48470,"2016-05-01 00:00:00",16,11,263,0,6833,,,0,2,"4d","Metropolitana di Brescia, Tratta ""Prealpino - S. Eufemia"". Approvazione opere aggiuntive e assegnazione definitiva della III° tranche di finanziamenti;",,0,4,8,16,""
48471,"2016-05-01 00:00:00",17,11,170,0,6794,,,0,2,"4e","Galleria di base del Brennero: autorizzazione 4° lotto costruttivo e assegnazione di finanziamenti;",,0,4,8,17,""
48472,"2016-05-01 00:00:00",18,11,219,0,6909,,,0,2,"4f","Collegamento autostradale di connessione tra le città di Brescia e di Milano- Bre.Be.Mi. Proroga della dichiarazione di pubblica utilità;",,0,4,8,18,""
48473,"2016-05-01 00:00:00",19,14,34,0,6808,,,0,2,"4g","Collegamento autostradale tra le città di Brescia e Milano – Bre.Be.Mi: interconnessione A35 - A4;",,0,4,8,19,""
48474,"2016-05-01 00:00:00",20,11,110,0,6825,,,0,2,"4h","Completamento del servizio ferroviario metropolitano e filoviarizzazione del trasporto pubblico locale di Bologna;",,0,4,8,20,""
48475,"2016-05-01 00:00:00",21,11,483,0,6722,,,0,2,"4i","Autostrada Salerno Reggio Calabria, Svincolo Laureana di Borrello, decisione di rinvio del progetto definitivo a nuova istruttoria;",,0,5,20,0,"INFORMATIVA - PASSAGGIO A VERBALE"
48476,"2016-05-01 00:00:00",22,11,493,0,6719,6721,,0,2,"4j","Completamento S.S. 291 “della Nurra”, Lotto 1°, da Alghero a Olmedo in località bivio cantoniera di Rudas, decisione di rinvio progetto definitivo a nuova istruttoria;",,0,5,20,0,"INFORMATIVA - PASSAGGIO A VERBALE"
48477,"2016-05-01 00:00:00",23,11,181,0,6814,6994,,0,2,"4k","Acquedotto molisano centrale ed interconnessione con lo Schema Basso Molise: approvazione variante; ",,0,4,8,21,""
48478,"2016-05-01 00:00:00",24,11,124,0,6835,6893,6913,0,2,"4l","AV/AC Milano Verona, tratta funzionale Brescia-Verona: seconda reiterazione del vincolo preordinato all’esproprio;",,0,4,8,22,""
48479,"2016-05-01 00:00:00",25,11,429,0,6717,,,0,2,"4m","Collegamento viario “Pedemontana piemontese tra la A4 e la A26 (Santhià – Biella – Gattinara – Ghemme): presa d’atto del cambio del soggetto aggiudicatore",,0,4,8,23,""
48480,"2016-05-01 00:00:00",27,2,142,0,6796,,,0,20,"5","Fondo rotativo per il sostegno alle imprese e agli investimenti in ricerca (FRI). Assegnazione di risorse per il finanziamento agevolato dei contratti di filiera e di distretto;",,0,4,8,24,""
48481,"2016-05-01 00:00:00",28,14,58,0,6861,,,0,21,"6","Informativa sulla Relazione 2015 sullo stato di attuazione contratto di servizio passeggeri media e lunga percorrenza 2009-2014 tra il Ministero delle infrastrutture e dei trasporti, il Ministero dell’economia e delle finanze e Trenitalia s.p.a.",,0,0,10,0,""
48623,"2016-11-09 00:00:00",1,7,87,0,7044,,,0,19,"1","Operazioni e rischi assicurabili da Sace S.p.A. in favore del settore della cantieristica",,0,4,8,51,""
49240,"2016-12-01 00:00:00",1,2,116,0,0,,,0,35,"","Fondo sviluppo e coesione 2014-2020: Approvazione dei Piani operatavi riferiti alle aree tematiche di cui alla delibera 25/2016.  Piano operativo Imprese e competitività - sviluppo economico",,0,1,8,52,""
49241,"2016-12-01 00:00:00",2,2,141,0,7058,,,0,35,"","FSC 2014-2020. Approvazione dei Piani operativi riferiti alle aree tematiche di cui alla delibera CIPE 25/2016: Piano operativo agricolo e forestale",,0,1,8,53,""
49242,"2016-12-01 00:00:00",3,2,156,0,7079,,,0,35,"","FSC 2014-2020: Approvazione dei Piani operativi riferiti alle aree tematiche di cui alla delibera 25/2016. Piano operativo infrastrutture e trasporti",,0,1,8,54,""
49243,"2016-12-01 00:00:00",4,2,0,0,,,,0,35,"","FSC 2014-2020: Approvazione dei Piani operativi riferiti alle aree tematiche di cui alla delibera 25/2016. Piano operativo ambiente",,0,1,8,55,""
49244,"2016-12-01 00:00:00",5,2,0,0,,,,0,35,"","FSC 2014-2020: Assegnazione risorse ai Patti per le regioni Lazio e Lombardia e per le città metropolitane di Milano, Firenze, Genova e Venezia",,0,1,8,56,"L'argomento nelle sedute del Cipe era suddiviso in più punti e precisamente 1.e, 1.f, 1.g, 1.h, 1.i, i.j"
49245,"2016-12-01 00:00:00",6,2,115,0,0,,,0,35,"","FSC 2007-2013. Destinazione quota residua sulle revoche di cui alla delibera CIPE n. 21/2014",,0,1,8,57,""
49246,"2016-12-01 00:00:00",7,2,123,0,7046,,,0,55,"","Accordo di partenariato: approvazione del Programma operativo complementare al PON ""Infrastrutture e reti"" 2014-2020 del Ministero delle infrastrutture e dei trasporti",,0,1,8,58,""
49247,"2016-12-01 00:00:00",8,2,78,0,7090,,,0,45,"","Sisma Abruzzo: finalizzazione dell'accantonamento prudenziale per le attività solutorie di eventuali ulteriori obbligazioni assunte dalla cessata gestione commissariale a valere sulla contabilità speciale n. 5281 (delibera CIPE 23/2015, punto 2.5)",,0,1,8,59,""
49248,"2016-12-01 00:00:00",9,11,170,0,7076,,,0,56,"","Potenziamento Asse ferroviario Monaco-Verona. Galleria di base del Brennero. Proroga dichiarazione di pubblica utilità",,0,1,8,60,""
49249,"2016-12-01 00:00:00",10,11,503,0,6972,,,0,56,"","Interventi nel settore dei sistemi di trasporto rapido di massa. Tranvia su gomma de L'Aquila. Definanziamento e finanziamento di un nuovo intervento nello stesso Comune",,0,1,8,61,""
49250,"2016-12-01 00:00:00",11,11,126,0,7042,,,0,56,"","Linea alta velocità Torino-Lione, opere e misure compensative dell'impatto territoriale e sociale. Modifica del soggetto aggiudicatore e rimodulazione interventi",,0,1,8,62,""
49251,"2016-12-01 00:00:00",12,11,349,0,7054,,,0,56,"","""Itinerario Agrigento-Caltanissetta - A19-640 Porto Empedocle, ammodernamento e adeguamento alla cat. B del decreto ministeriale 5/11/2001 - 2° tratto dal Km 44+000 allo svincolo con la A19: proroga della pubblica utilità",,0,1,8,63,""
49252,"2016-12-01 00:00:00",13,11,53,0,7066,,,0,56,"","Modifica del sistema viario Quadrilatero Umbria-Marche e definizione del fabbisogno-economico finanziario per il completamento funzionale del sistema",,0,1,8,64,""
49253,"2016-12-01 00:00:00",14,11,53,0,7064,,,0,56,"","Modifica delle opere compensative di cui alla delibera n 83/2008 relative all'Asse viario Quadrilatero Umbria-Marche, Maxilotto 1 direttrice SS 77 ""Val di Chienti"" Civitanova Marche-Foligno ",,0,1,8,65,""
49254,"2016-12-01 00:00:00",15,11,219,0,7060,,,0,56,"","Collegamento autostradale di Connessione tra le città di Brescia e dei Milano (Bre.Be.Mi): progetto definitivo di spostamento delle linee aeree Terna in località Lovernato/Ospitaletto (Bs)",,0,1,8,66,""
49255,"2016-12-01 00:00:00",16,11,111,0,,,,0,0,"","Terzo Valico dei Giovi. Modifica della composizione dell'Osservatorio ambientale di cui alla delibera CIPE n. 80/2006. ",,0,1,1,67,""
49256,"2016-12-01 00:00:00",17,2,146,0,7087,,,0,0,"","Presa d'atto delle ""Linee guida del Ministero delle infrastrutture e trasporti per la valutazione degli investimenti in opere pubbliche"" di cui all'art. 8 comma 4, del decreto legislativo 228/2011, propedeutiche al Documento pluriennale di programmazione",,0,0,1,68,""
49257,"2016-12-01 00:00:00",18,12,130,0,7059,,,0,53,"","FSN 2007-2011. Conguagli su FSN 2007, 2008, 2009, 2010 e 2011 per le differenze tra gettiti IRAP e di addizionale regionale all'IRPEF effettivi e stimati in sede di riparto del FSN regione Siciliana",,0,1,8,69,""
49258,"2016-12-01 00:00:00",19,12,0,0,0,,,0,53,"","Informativa concernente Fondo Sanitario Nazionale (FSN) 2014. Relazione dell'ISS relativa al progetto ""Attività di supporto tecnico scientifico dell'Istituto Superiore di Sanità ai processi decisionali e operativi delle Regioni nel campo della salute umana",,0,1,8,70,""
49259,"2016-12-01 00:00:00",20,10,15,0,7073,,,0,30,"","Riparto Fondo Integrativo Speciale (FISR) 2015-2016",,0,1,8,71,""
49260,"2016-12-01 00:00:00",21,2,155,0,7072,,,0,0,"","Linee guida antimafia di cui all'art. 30, comma 3, del decreto legge 17 ottobre 2016, n. 189, recante interventi urgenti in favore delle popolazioni colpite dal sisma del 24 agosto 2016""",,0,1,8,72,""
49261,"2016-12-01 00:00:00",22,2,121,0,0,,,0,0,"","Riparto 2015 e 2016 del Fondo per il funzionamento dei Nuclei di valutazione e verifica degli investimenti pubblici - regionali e delle Amministrazioni centrali e per le cosiddette ""funzioni orizzontali"" (coordinamento dei Nuclei e MIP)), ex art. 1, comma 7, legge 144/1999",,0,1,8,73,""
49262,"2016-12-01 00:00:00",23,11,504,0,7045,,,0,0,"","Parere sullo schema di decreto del Ministero delle infrastrutture e dei trasporti di concerto con il Ministero dell'economia e delle finanze di cui all'art.21, comma 8, del decreto legislativo n. 50/16, in materia di programma triennale dei lavori e programma biennale delle forniture e servizi",,,0,1,0,"PARERE (NO MEF NO CORTE)"
49263,"2016-12-01 00:00:00",24,2,157,0,7084,,,0,0,"","Parere sullo schema di decreto del Ministro dello sviluppo economico e, di concerto con il Ministro dell'economia e finanze, concernente la perimetrazione della ""Zona franca"" nell'ambito dei Comuni della regione Sardegna colpiti dell'alluvione del 18 e 19 novembre 2013 e la definizione delle agevolazioni da concedere alle imprese in essa localizzate",,0,0,1,0,"PARERE"
49264,"2016-12-01 00:00:00",25,11,0,0,0,,,0,0,"","Informativa concernente la Relazione sullo stato di attuazione della legge n. 211/1992 al 31 dicembre 2015 per sistemi di trasporto rapido in ambito urbano e per interventi sulle ferrovie concesse e governative",,0,0,10,0,""
49265,"2016-12-01 00:00:00",26,2,0,0,0,,,0,0,"","Informativa concernente Programmazione triennale 2016-2018 del Fondo per la tutela del patrimonio culturale (art.1, cc 9-10, della legge n. 190/2014 - stabilità 2015",,0,0,10,0,""
49266,"2016-12-01 00:00:00",27,12,0,0,,,,0,53,"","Informativa concernente la Relazione dell'Istituto Superiore di Sanità relativa al Progetto ""Attività di supporto tecnico scientifico dell'Istituto ai processi decisionali e operativi delle Regioni nel campo della salute umana"" (FSN 2014)",,0,0,10,0,""
49267,"2016-12-01 00:00:00",28,12,0,0,,,,0,53,"","Informativa concernente la Relazione sullo stato di avanzamento del progetto ""Mattone internazionale"" - primo semestre 2015 FSN 2004",,0,0,10,0,""
49268,"2016-12-01 00:00:00",29,0,0,0,,,,0,0,"","Informativa concernente la seconda Relazione sul ""Progetto di sviluppo di un nuovo sistema di misurazione e valorizzazione dei prodotti delle strutture ospedaliere - Progetti IT. Drg"" FSN 2014",,0,0,10,0,""
49269,"2016-12-01 00:00:00",30,14,0,0,,,,0,21,"","Informativa sulla Relazione annuale sull'attività svolta da NARS nel 2015",,0,0,10,0,""
49270,"2016-12-01 00:00:00",31,0,0,0,,,,0,0,"","Informativa in merito alle procedure di riequilibrio economico finanziario delle concessioni di lavori pubblici ai sensi dell'art. 143, comma 8 e 8bis del decreto legislativo n. 163 del 2006",,0,0,10,0,""
50134,"2017-03-03 00:00:00",1,2,123,0,7105,7162,,0,35,"1a","FSC 2014-2020: ASSEGNAZIONE DI RISORSE AL ""PROGRAMMA STRAORDINARIO DI INTERVENTO PER LA RIQUALIFICAZIONE URBANA E LA SICUREZZA DELLE PERIFERIE"", AI SENSI DELL'ART. 1 COMMA 141, LEGGE 11 DICEMBRE 2016, n. 232 (LEGGE DI BILANCIO 2017)",,0,4,8,2,""
50135,"2017-03-03 00:00:00",2,2,158,0,7106,,,0,35,"1b","FSC 2014 - 2020: Assegnazione di risorse per il finanziamento dei voucher per la digitalaizzazione delle micro, piccole e medie imprese (art. 6 comma 2 decreto legge 145/2013) ",,0,0,15,0,""
50136,"2017-03-03 00:00:00",3,2,159,0,7107,,,0,35,"1c","FSC 2014-2020: Regione Campania. Integrazione del finanziamento del Patto per lo Sviluppo (delibera CIPE n. 26/2016) per consentire la copertura del debito del sistema di trasporto regionale su ferro (art. 11 del decreto legge n. 193/2016)   ",,0,4,8,3,""
50137,"2017-03-03 00:00:00",4,2,115,95,7104,7165,7179,0,35,"1d"," FSC 2007- 2013: Regione Sardegna. Rimodulazioni del  Piano per il Sulcis, cofinanziato con delibera CIPE n.31/2015, modificata con delibera CIPE 96/2015  ",,0,4,8,4,"Pubblicata anche la Nota Dipe prot. 285/2017"
50138,"2017-03-03 00:00:00",5,2,0,0,,,,0,55,"1e","FSC 2014- 2020 –  Istituti per gli studi storici e filosofici di Napoli    ",,0,4,8,5,""
46532,"2015-08-06 00:00:00",29,12,145,0,6280,,,0,7,"9c","Assegnazione alle Regioni della quota vincolata per assistenza agli hanseniani e loro familiari a carico (ratifica dell’accordo raggiunto in Conferenza Stato – Regioni per l'annualità 2012 del Fondo sanitario nazionale); ",,0,1,1,82,""
46533,"2015-08-06 00:00:00",30,12,145,0,6280,,,0,7,"9c","Assegnazione alle Regioni della quota vincolata per assistenza agli hanseniani e loro familiari a carico (ratifica dell’accordo raggiunto in Conferenza Stato – Regioni per l'annualità 2013 del Fondo sanitario nazionale); ",,0,1,1,83,""
46534,"2015-08-06 00:00:00",31,12,132,0,6261,,,0,7,"9d","Fondo sanitario nazionale 2013: ripartizione della quota destinata al finanziamento della sanità penitenziaria;",,0,1,1,84,""
46535,"2015-08-06 00:00:00",32,12,132,0,6484,,,0,7,"9e","Fondo sanitario nazionale 2014: ripartizione della quota destinata al finanziamento della sanità penitenziaria",,0,1,1,85,""
46536,"2015-08-06 00:00:00",33,12,126,0,6571,,,0,7,"9f","Fondo sanitario nazionale 2014: ripartizione della quota destinata al finanziamento di parte corrente per il superamento degli ospedali psichiatrici giudiziari;",,0,1,1,86,""
46537,"2015-08-06 00:00:00",34,11,445,0,6546,,,0,12,"10a","Ministero delle infrastrutture e dei trasporti – Dipartimento per i trasporti, la navigazione, gli affari generali e il personale;",,0,1,1,87,""
46538,"2015-08-06 00:00:00",35,11,438,0,6355,6939,6569,0,12,"10b","Parchi nazionali dell’Arcipelago toscano, dell’Asinara e delle Dolomiti bellunesi;",,0,1,1,88,"Dolomiti Bellunesi 11/415/6939; Asinara 11/448/6569"
46539,"2015-08-06 00:00:00",36,11,446,0,6380,6369,,0,12,"10c","Università degli studi di Genova e di Bergamo;",,0,1,1,89,"Bergamo 11/464/6369"
46540,"2015-08-06 00:00:00",37,11,384,0,6521,,,0,12,"10d","Istituto nazionale di fisica nucleare;",,0,1,1,90,""
46541,"2015-08-06 00:00:00",38,2,115,81,5990,,,0,41,"11a","Informativa al Comitato concernente l’aggiornamento del Piano di azione nazionale per la riduzione dei livelli di emissione dei gas a effetto serra",,0,0,1,0,""
