"Codice_Delibera","Data_Delibera","Numero_Delibera","Numero_Verbale","Codice_Settore","Codice_Tipologia","Finanziamento","Codice_Funzionario","Codice_Funzionario2","Codice_Funzionario3","Data_Consegna","Consegna_Scheda","Nota_Consegna","Codice_Direttore","Data_DirettoreInvio","Data_DirettoreRitorno","Nota_Direttore","Invio_Ragioneria","Data_RagioneriaInvio","Data_RagioneriaRitorno","Nota_Ragioneria","Invio_Mef","Data_MefInvio","Data_MefPec","Data_MefRitorno","Osservazioni_Mef","Nota_Mef","Codice_Segretario","Data_SegretarioInvio","Data_SegretarioRitorno","Nota_Segretario","Codice_Presidente","Data_PresidenteInvio","Data_PresidenteRitorno","Nota_Presidente","Codice_Ufficio","Codice_Ufficio2","Codice_Ufficio3","Codice_StatoDelibera","Argomento","Nota_CC","Tipo_DocumentoCC","Numero_InvioCC","Data_InvioCC","Numero_RilievoCC","Data_RilievoCC","Numero_RispostaCC","Data_RispostaCC","Tipo_Rilievo","Nota_RilievoCC","Tipo_DocumentoCC2","Numero_RilievoCC2","Data_RilievoCC2","Numero_RispostaCC2","Data_RispostaCC2","Tipo_Rilievo2","Nota_RilievoCC2","Tipo_DocumentoCC3","Numero_RilievoCC3","Data_RilievoCC3","Numero_RispostaCC3","Data_RispostaCC3","Tipo_Rilievo3","Nota_RilievoCC3","Data_ConferenzaStatoRegioni","Numero_ConferenzaStatoRegioni","Nota_ConferenzaStatoRegioni","File_ConferenzaStatoRegioni","A_Data_ConferenzaStatoRegioni","A_Numero_ConferenzaStatoRegioni","A_Nota_ConferenzaStatoRegioni","A_File_ConferenzaStatoRegioni","Data_ConferenzaUnificata","Numero_ConferenzaUnificata","Nota_ConferenzaUnificata","File_ConferenzaUnificata","A_Data_ConferenzaUnificata","A_Numero_ConferenzaUnificata","A_Nota_ConferenzaUnificata","A_File_ConferenzaUnificata","Data_CommissioneParlamentare","Numero_CommissioneParlamentare","Nota_CommissioneParlamentare","File_CommissioneParlamentare","A_Data_CommissioneParlamentare","A_Numero_CommissioneParlamentare","A_Nota_CommissioneParlamentare","A_File_CommissioneParlamentare","Data_Parlamento","Nota_Parlamento","File_Parlamento","Registro_RegistrazioneCC","Foglio_RegistrazioneCC","Data_RegistrazioneCC","Numero_InvioGU","Data_InvioGU","Tipo_GU","Numero_GU","Data_GU","Nota_GU","Numero_EC","Data_EC","Numero_Co","Data_Co","Allegato_1","Allegato_2","Allegato_3","Tipo_Registrazione","Tipo_Pubblicazione","Inviata_Ragioneria","Nota_Cipe","Nota_ServizioCipe","Giorni_RilievoCC","Giorni_RilievoCC2","Giorni_RilievoCC3"
2623,"2017-03-03 00:00:00",3,0,0,0,0,10,101,10,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",FALSE,"",96,"2017-04-27 00:00:00","2017-05-11 00:00:00","",116,"2017-05-11 00:00:00","2017-05-23 00:00:00","",23,0,0,,"FSC 2014-2020: Regione Campania. Integrazione del finanziamento del Patto per lo Sviluppo (delibera CIPE n. 26/2016) per consentire la copertura del debito del sistema di trasporto regionale su ferro (art. 11 del decreto legge n. 193/2016)","",0,"2618","2017-05-24 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","845","2017-06-14 00:00:00","3067","2017-06-19 00:00:00",0,"147","2017-06-26 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
2624,"2017-03-03 00:00:00",4,0,0,0,0,10,101,10,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",FALSE,"",96,"2017-04-27 00:00:00","2017-05-11 00:00:00","",116,"2017-05-11 00:00:00","2017-05-23 00:00:00","",23,0,0,,"FSC 2007- 2013: Regione Sardegna. Rimodulazioni del  Piano per il Sulcis, cofinanziato con delibera CIPE n.31/2015, modificata con delibera CIPE 96/2015","",0,"2671","2017-05-29 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"0201-07-17 00:00:00","",,"","874","2017-06-21 00:00:00","3223","2017-06-28 00:00:00",0,"159","2017-07-10 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
2625,"2017-03-03 00:00:00",5,0,0,0,0,101,98,15,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-03-27 00:00:00",FALSE,"",96,"2017-03-29 00:00:00","2017-03-31 00:00:00","",116,"2017-04-03 00:00:00","2017-04-10 00:00:00","",23,0,0,,"FSC 2014- 2020 – Assegnazione agli Istituti per gli studi storici e filosofici di Napoli (legge n. 232/2016, art. 1, comma 605)","",0,"1824","2017-04-11 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-05-04 00:00:00","",,"","508","2017-04-24 00:00:00","2169","2017-04-27 00:00:00",0,"103","2017-05-05 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
2626,"2017-03-03 00:00:00",6,0,0,0,0,101,98,112,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-03-27 00:00:00",FALSE,"",96,"2017-03-29 00:00:00","2017-03-31 00:00:00","",116,"2017-04-03 00:00:00","2017-04-10 00:00:00","",23,0,0,,"Approvazione del Programma Operativo Complementare al PON  “Legalità 2014 – 2020 del Ministero dell’Interno”","",1,"1825","2017-04-11 00:00:00","13229","2017-04-27 00:00:00","",,2,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-05-04 00:00:00","",,"","565","2017-04-27 00:00:00","2236","2017-05-04 00:00:00",0,"108","2017-05-11 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
2627,"2017-03-03 00:00:00",7,0,0,0,0,10,101,10,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-14 00:00:00","2017-03-14 00:00:00","2017-04-10 00:00:00",FALSE,"",96,"2017-04-11 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",23,0,0,,"Approvazione del Programma Operativo Complementare (POC) 2014-2020 della Regione Calabria","",0,"2377","2017-05-11 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","775","2017-06-06 00:00:00","2920","2017-06-13 00:00:00",0,"140","2017-06-19 00:00:00","",,,,,"E170007Allegato1.pdf","","",0,0,FALSE,"","",,,
2628,"2017-03-03 00:00:00",8,0,0,0,0,10,51,10,"2017-03-15 00:00:00",FALSE,"",93,"2017-03-21 00:00:00","2017-03-21 00:00:00","",FALSE,,,,FALSE,"2017-03-21 00:00:00","2017-03-21 00:00:00","2017-04-08 00:00:00",TRUE,"",96,"2017-04-18 00:00:00","2017-04-24 00:00:00","",116,"2017-04-26 00:00:00","2017-05-04 00:00:00","",21,0,0,,"Asse Ferroviario Monaco-Verona: Accesso Sud alla Galleria di Base del Brennero. Quadruplicamento della Linea Fortezza - Verona. Lotto 1 Fortezza-Ponte Gardena. Approvazione progetto definitivo","",0,"2299","2017-05-05 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","737","2017-05-22 00:00:00","2689","2017-05-30 00:00:00",0,"131","2017-06-08 00:00:00","",,,,,"E170008Allegato1.doc","E170008Allegato2.pdf","E170008Allegato3.doc",0,0,FALSE,"","",,,
2629,"2017-03-03 00:00:00",9,0,0,0,0,10,51,10,"2017-04-06 00:00:00",FALSE,"",93,"2017-04-07 00:00:00","2017-04-07 00:00:00","",FALSE,,,,TRUE,"2017-04-07 00:00:00","2017-04-07 00:00:00","2017-05-12 00:00:00",TRUE,"",96,"2017-05-17 00:00:00","2017-05-24 00:00:00","",116,"2017-05-24 00:00:00","2017-06-01 00:00:00","",21,0,0,,"Itinerario stradale E78 Grosseto-Fano.Tratto Grosseto-Siena.Lotto 4: adeguamento a quattro corsie del tratto Grosseto-Siena (S.S. 223 di Paganico)dalla progressiva chilometrica 27+200 alla progressiva chilometrica 30+038. Approvazione progetto definitivo","",2,"2741","2017-06-05 00:00:00","20773","2017-06-20 00:00:00","3123","2017-06-22 00:00:00",0,"",1,"22801","2017-07-13 00:00:00","3968","2017-08-03 00:00:00",1,"",1,"25502","2017-08-10 00:00:00","",,2,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-10-17 00:00:00","",,"","1063","2017-08-10 00:00:00","4196","2017-08-28 00:00:00",0,"209","2017-09-07 00:00:00","",,,,,"E170009Allegato1.doc","E170009Allegato2.doc","",0,0,FALSE,"","La delibera è stata corretta come indicato dalla Corte dei Conti",,20,
2630,"2017-03-03 00:00:00",12,0,0,0,0,10,51,10,"2017-03-24 00:00:00",FALSE,"",93,"2017-03-24 00:00:00","2017-03-24 00:00:00","",FALSE,,,,TRUE,"2017-03-24 00:00:00","2017-03-20 00:00:00","2017-05-18 00:00:00",TRUE,"",96,"2017-05-23 00:00:00","2017-05-31 00:00:00","",116,"2017-05-31 00:00:00","2017-06-05 00:00:00","",21,0,0,,"Parere sullo schema di Contratto di servizio con Trenitalia S.p.A. a regime di obbligo di servizio pubblico di interesse nazionale per il trasporto ferroviario di passeggeri a media-lunga percorrenza 2017-2026","",0,"2770","2017-06-06 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","884","2017-06-23 00:00:00","3224","2017-06-28 00:00:00",0,"160","2017-07-11 00:00:00","",,,,,"E170012Allegato1.doc","","",0,0,FALSE,"","",,,
2631,"2017-03-03 00:00:00",11,0,0,0,0,10,51,10,"2017-04-06 00:00:00",FALSE,"",93,"2017-04-07 00:00:00","2017-04-07 00:00:00","",FALSE,,,,TRUE,"2017-04-07 00:00:00","2017-04-07 00:00:00","2017-05-12 00:00:00",TRUE,"",96,"2017-05-17 00:00:00","2017-05-24 00:00:00","",116,"2017-05-24 00:00:00","2017-06-01 00:00:00","",21,0,0,,"Metropolitana leggera automatica di Torino, linea 1 prolungamento Fermi-Cascine Vica 1° lotto funzionale Fermi-Collegno centro. Approvazione progetto definitivo","",0,"2740","2017-06-05 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","872","2017-06-21 00:00:00","3139","2017-06-23 00:00:00",0,"154","2017-07-04 00:00:00","in data 2/8/2017 è stato richiesto alla G.U. di correggere il numero di CUP dell'intervento. Pubblicato il comunicato in G.U. n. 188 del 12.08.2017 ",,,"188","2017-08-12 00:00:00","E170011Allegato1.doc","E170011Allegato2.doc","",0,0,FALSE,"","",,,
2632,"2017-03-03 00:00:00",13,0,0,0,0,10,51,10,"2017-03-10 00:00:00",FALSE,"",93,"2017-03-10 00:00:00","2017-03-10 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",TRUE,"accolte osservazioni MEF",96,"2017-04-10 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",21,0,0,,"Parere sullo schema di Contratto di programma 2016-2021 parte servizi, per la disciplina  del finanziamento delle attività di gestione e manutenzione straordinaria della rete, tra il MIT e RFI S.p.A.","",1,"2431","2017-05-16 00:00:00","20131","2017-06-15 00:00:00","",,2,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","856","2017-06-14 00:00:00","3110","2017-06-22 00:00:00",0,"151","2017-06-30 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
2633,"2017-03-03 00:00:00",14,0,0,0,0,10,51,10,"2017-03-10 00:00:00",FALSE,"",93,"2017-03-10 00:00:00","2017-03-10 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",FALSE,"",96,"2017-04-07 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",21,0,0,,"Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 2 settembre 2009 tra ANAS S.p.A. e la Società Autostrada dei Fiori S.p.A. e aggiornamento del Piano economico finanziario","",1,"2432","2017-05-16 00:00:00","20172","2017-06-15 00:00:00","3280","2017-07-04 00:00:00",0,"",1,"23042","2017-07-17 00:00:00","",,2,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-10-17 00:00:00","",,"","957","2017-07-17 00:00:00","3689","2017-07-21 00:00:00",0,"175","2017-07-28 00:00:00","",,,,,"","","",0,0,FALSE,"","",30,,
2634,"2017-03-03 00:00:00",15,0,0,0,0,10,51,10,"2017-03-10 00:00:00",FALSE,"",93,"2017-03-10 00:00:00","2017-03-10 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",FALSE,"",96,"2017-04-07 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",21,0,0,,"Parere sullo schema di Atto aggiuntivo alla Convenzione unica sottoscritta il 2 settembre 2009 tra ANAS S.p.A. e Società Autostrada Ligure Toscana S.p.A. e aggiornamento del Piano economico finanziario","",1,"2433","2017-05-16 00:00:00","20171","2017-06-15 00:00:00","3280","2017-07-04 00:00:00",0,"",1,"23042","2017-07-17 00:00:00","",,2,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-10-17 00:00:00","",,"","958","2017-07-17 00:00:00","3690","2017-07-21 00:00:00",0,"175","2017-07-28 00:00:00","",,,,,"","","",0,0,FALSE,"","",30,,
2635,"2017-03-03 00:00:00",16,0,0,0,0,10,51,10,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",FALSE,"",96,"2017-04-07 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",21,0,0,,"Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 7 novembre 2007 tra ANAS S.p.A. e la Società Autovie Venete S.p.A. e aggiornamento del Piano economico finanziario","",1,"2434","2017-05-16 00:00:00","20165","2017-06-15 00:00:00","3280","2017-07-04 00:00:00",0,"",1,"23042","2017-07-17 00:00:00","",,2,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-10-17 00:00:00","",,"","951","2017-07-17 00:00:00","3691","2017-07-21 00:00:00",0,"175","2017-07-28 00:00:00","",,,,,"","","",0,0,FALSE,"","",30,,
2636,"2017-03-03 00:00:00",17,0,0,0,0,10,51,10,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",FALSE,"",96,"2017-04-07 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",21,0,0,,"Parere sullo schema di Atto aggiuntivo alla Convenzione unica sottoscritta il 23 marzo 2010 tra ANAS S.p.A. e la  Società delle Concessioni Autostradali Venete p.A. (CAV) e aggiornamento del piano economico finanziario","",1,"2435","2017-05-16 00:00:00","20158","2017-06-15 00:00:00","3280","2017-07-04 00:00:00",0,"",1,"23042","2017-07-17 00:00:00","",,2,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-10-17 00:00:00","",,"","949","2017-07-17 00:00:00","3693","2017-07-21 00:00:00",0,"176","2017-07-29 00:00:00","",,,,,"","","",0,0,FALSE,"","",30,,
2637,"2017-03-03 00:00:00",22,0,0,0,0,10,51,10,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",TRUE,"",96,"2017-04-07 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",21,0,0,,"Parere sullo schema di Atto aggiuntivo alla Convenzione unica sottoscritta il 18 novembre 2009 tra ANAS S.p.A. e la Società Autostrada Torino Savona p.A. e aggiornamento del piano economico finanziario","",1,"2440","2017-05-16 00:00:00","20200","2017-06-15 00:00:00","3280","2017-07-04 00:00:00",0,"",1,"23042","2017-07-17 00:00:00","",,2,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-10-17 00:00:00","",,"","955","2017-07-17 00:00:00","3697","2017-07-21 00:00:00",0,"177","2017-07-31 00:00:00","",,,,,"","","",0,0,FALSE,"","",30,,
2638,"2017-03-03 00:00:00",23,0,0,0,0,10,51,10,"2017-03-13 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",TRUE,"",96,"2017-04-07 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",21,0,0,,"Parere sullo schema di Atto aggiuntivo alla Convenzione unica sottoscritta il 3 marzo 2010 tra ANAS S.p.A. e la Società Autocamionale della Cisa p.A. e aggiornamento del piano economico finanziario","",1,"2442","2017-05-16 00:00:00","20155","2017-06-15 00:00:00","3280","2017-07-04 00:00:00",0,"",1,"23042","2017-07-17 00:00:00","",,2,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-10-17 00:00:00","",,"","954","2017-07-17 00:00:00","3698","2017-07-21 00:00:00",0,"177","2017-07-31 00:00:00","",,,,,"","","",0,0,FALSE,"","",30,,
2639,"2017-03-03 00:00:00",24,0,0,0,0,10,51,10,"2015-03-10 00:00:00",FALSE,"",93,"2017-03-13 00:00:00","2017-03-13 00:00:00","",FALSE,,,,TRUE,"2017-03-13 00:00:00","2017-03-13 00:00:00","2017-04-05 00:00:00",FALSE,"",96,"2017-04-07 00:00:00","2017-04-13 00:00:00","",116,"2017-04-13 00:00:00","2017-05-09 00:00:00","",21,0,0,,"Parere sullo schema di decreto del MIT, di concerto con il MEF ""Regolamento recante procedure e schemi tipo per la redazione e la pubblicazione del programma triennale dei lavori pubblici, del programma biennale per l'acquisizione di forniture e se","",0,"2443","2017-05-16 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","832","2017-06-12 00:00:00","2955","2017-06-15 00:00:00",0,"147","2017-06-26 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
2640,"2017-03-03 00:00:00",25,0,0,0,0,10,110,10,,FALSE,"",93,,,"",FALSE,,,,FALSE,,,,FALSE,"",96,,,"",116,,,"",23,0,0,2,"Parere sullo schema di decreto del Ministro dello sviluppo economico, di concerto con il Ministro dell’economia e delle finanze, concernente la perimetrazione della “Zona franca” nell’ambito dei comuni della Regione Sardegna colpiti dall’alluvione del 18 ",,0,,,,,,,0,,0,,,,,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,"","","",0,0,FALSE,"LA DELIBERA E' ANNULLATA. IN ATTESA  DI NUOVA PROPOSTA","",,,
2641,"2017-03-03 00:00:00",26,0,0,0,0,10,30,10,"2017-03-31 00:00:00",FALSE,"",93,"2017-03-31 00:00:00","2017-03-31 00:00:00","",FALSE,,,,TRUE,"2017-03-31 00:00:00","2017-03-31 00:00:00","2017-05-04 00:00:00",FALSE,"",96,"2017-05-05 00:00:00","2017-05-12 00:00:00","",116,"2017-05-15 00:00:00","2017-05-23 00:00:00","",0,0,0,,"Seconde linee-guida antimafia di cui all’articolo 30, comma 3, del decreto-legge 17 ottobre 2016, n. 189, convertito, con modificazioni,con legge n. 229 del 15 dicembre 2016,recante interventi urgenti in favore delle popolazioni colpite dagli eventi sisma","",0,"2670","2017-05-29 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","825","2017-06-09 00:00:00","3088","2017-06-20 00:00:00",0,"151","2017-06-30 00:00:00","",,,,,"","","",0,0,FALSE,"SOLLECITO AL MEF IL 27/4/2017","",,,
2642,"2017-03-03 00:00:00",27,0,0,0,0,50,110,10,"2017-03-16 00:00:00",FALSE,"",93,"2017-03-16 00:00:00","2017-03-16 00:00:00","",FALSE,,,,TRUE,"2017-03-20 00:00:00","2017-03-20 00:00:00","2017-04-10 00:00:00",FALSE,"",96,"2017-04-18 00:00:00","2017-04-24 00:00:00","",116,"2017-04-26 00:00:00","2017-05-04 00:00:00","",23,0,0,,"Fondo sanitario nazionale (FSN) 2015 - Riparto della quota indistinta","",0,"2378","2017-05-11 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","762","2017-05-30 00:00:00","2786","2017-06-07 00:00:00",0,"135","2017-06-13 00:00:00","",,,,,"E170027Allegato1.xls","","",0,0,FALSE,"Nulla Osta MEF relativo alle tabelle da inviare alla Corte dei Conti","",,,
2643,"2017-03-03 00:00:00",28,0,0,0,0,50,110,10,"2017-03-16 00:00:00",FALSE,"",93,"2017-03-16 00:00:00","2017-03-16 00:00:00","",FALSE,,,,TRUE,"2017-03-20 00:00:00","2017-03-20 00:00:00","2017-04-10 00:00:00",FALSE,"",96,"2017-04-18 00:00:00","2017-04-24 00:00:00","",116,"2017-04-26 00:00:00","2017-05-04 00:00:00","",23,0,0,,"Fondo sanitario nazionale (FSN) 2015 – riparto tra le regioni delle risorse vincolate alla realizzazione di specifici obiettivi del Piano Sanitario Nazionale","",0,"2379","2017-05-11 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","790","2017-06-07 00:00:00","2921","2017-06-13 00:00:00",0,"140","2017-06-19 00:00:00","",,,,,"E170028Allegato1.xls","","",0,0,FALSE,"Nulla Osta MEF relativo alle tabelle da inviare alla Corte dei Conti","prima dell’invio alla Corte del “pacco salute” fare ricontrollare tutto a Bertolazzi",,,
2644,"2017-03-03 00:00:00",29,0,0,0,0,50,110,10,"2017-03-16 00:00:00",FALSE,"",93,"2017-03-16 00:00:00","2017-03-16 00:00:00","",FALSE,,,,TRUE,"2017-03-20 00:00:00","2017-03-20 00:00:00","2017-04-10 00:00:00",FALSE,"",96,"2017-04-18 00:00:00","2017-04-24 00:00:00","",116,"2017-04-26 00:00:00","2017-05-04 00:00:00","",23,0,0,,"Fondo sanitario nazionale (FSN) 2015 -  Riparto della quota vincolata per l’assistenza sanitaria agli stranieri presenti sul territorio nazionale, non in regola con le norme relative all’ingresso e al soggiorno","",0,"2380","2017-05-11 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","792","2017-06-07 00:00:00","2934","2017-06-13 00:00:00",0,"148","2017-06-27 00:00:00","",,,,,"E170029Allegato1.xlsx","","",0,0,FALSE,"","",,,
2645,"2017-03-03 00:00:00",30,0,0,0,0,61,110,10,"2017-03-16 00:00:00",FALSE,"",93,"2017-03-16 00:00:00","2017-03-16 00:00:00","",FALSE,,,,TRUE,"2017-03-20 00:00:00","2017-03-20 00:00:00","2017-04-10 00:00:00",FALSE,"",96,"2017-04-18 00:00:00","2017-04-24 00:00:00","",116,"2017-04-26 00:00:00","2017-05-04 00:00:00","",23,0,0,,"Fondo sanitario nazionale (FSN) 2015 - Finanziamento borse di studio in medicina generale, terza annualità triennio 2013-2016, seconda annualità triennio 2014-2017 e prima annualità triennio 2015-2018","",0,"2409","2017-05-15 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","801","2017-06-07 00:00:00","2935","2017-06-13 00:00:00",0,"148","2017-06-27 00:00:00","",,,,,"E170030Allegato1.xls","","",0,0,FALSE,"","",,,
2646,"2017-03-03 00:00:00",31,0,0,0,0,61,110,10,"2017-03-16 00:00:00",FALSE,"",93,"2017-03-16 00:00:00","2017-03-16 00:00:00","",FALSE,,,,TRUE,"2017-03-20 00:00:00","2017-03-20 00:00:00","2017-04-10 00:00:00",FALSE,"",96,"2017-04-18 00:00:00","2017-04-24 00:00:00","",116,"2017-04-26 00:00:00","2017-05-04 00:00:00","",23,0,0,,"Fondo sanitario nazionale (FSN) 2015 - Ripartizione tra le Regioni della quota vincolata destinata destinate al finanziamento del Fondo per l’esclusività del rapporto del personale dirigente del ruolo sanitario","",0,"2407","2017-05-15 00:00:00","",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,"2017-07-17 00:00:00","",,"","799","2017-06-07 00:00:00","2936","2017-06-13 00:00:00",0,"149","2017-06-28 00:00:00","",,,,,"E170031Allegato1.xls","","",0,0,FALSE,"","",,,
2647,"2017-07-10 00:00:00",42,0,0,0,0,11,51,10,"2017-09-15 00:00:00",FALSE,"",93,"2017-09-15 00:00:00","2017-09-15 00:00:00","",FALSE,,,,FALSE,"2017-09-15 00:00:00","2017-09-15 00:00:00","2017-10-10 00:00:00",TRUE,"",96,"2017-10-12 00:00:00",,"",116,,,"",21,0,0,,"Linea ferroviaria AV/AC Milano–Verona. Tratta Brescia-Verona: lotto funzionale Brescia est–Verona (escluso nodo di Verona). Approvazione progetto definitivo",,0,,,,,,,0,,0,,,,,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,"E170042Allegato1.doc","E170042Allegato2.doc","E170042Allegato3.doc",0,0,FALSE,"","",,,
